Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,267.839996,268.809998,267.399994,268.769989,263.759949,86655700
2018-01-03,268.959991,270.640015,268.959991,270.47000099999997,265.428253,90070400
2018-01-04,271.200012,272.160004,270.540009,271.609985,266.54699700000003,80636400
2018-01-05,272.51001,273.559998,271.950012,273.420013,268.323273,83524000
2018-01-08,273.309998,274.100006,272.980011,273.920013,268.81393399999996,57319200
2018-01-09,274.399994,275.25,274.079987,274.540009,269.42236299999996,57254000
2018-01-10,273.679993,274.420013,272.920013,274.119995,269.010223,69574300
2018-01-11,274.75,276.119995,274.559998,276.119995,270.9729,62361500
2018-01-12,276.420013,278.109985,276.079987,277.920013,272.73938,90816100
2018-01-16,279.350006,280.089996,276.179993,276.97000099999997,271.807068,106555100
2018-01-17,278.02999900000003,280.049988,276.97000099999997,279.609985,274.397827,109354500
2018-01-18,279.480011,279.959991,278.579987,279.140015,273.936646,100728000
2018-01-19,279.799988,280.410004,279.140015,280.410004,275.182922,140920100
2018-01-22,280.170013,282.690002,280.109985,282.690002,277.42044100000004,91322400
2018-01-23,282.73999,283.619995,282.369995,283.290009,278.009277,97084700
2018-01-24,284.019989,284.700012,281.839996,283.179993,277.901337,134816100
2018-01-25,284.160004,284.269989,282.399994,283.299988,278.019043,84587300
2018-01-26,284.25,286.630005,283.959991,286.579987,281.237946,107743100
2018-01-29,285.929993,286.429993,284.5,284.679993,279.37332200000003,90118300
2018-01-30,282.600006,284.73999,281.22000099999997,281.76001,276.507813,131796400
2018-01-31,282.730011,283.299988,280.679993,281.899994,276.645203,108364800
2018-02-01,281.070007,283.059998,280.679993,281.579987,276.331146,90102500
2018-02-02,280.079987,280.230011,275.410004,275.450012,270.31543,173174800
2018-02-05,273.450012,275.850006,263.309998,263.929993,259.010132,294681800
2018-02-06,259.940002,269.700012,258.700012,269.130005,264.11322,355026800
2018-02-07,268.5,272.359985,267.579987,267.670013,262.68045,167376100
2018-02-08,268.01001,268.170013,257.589996,257.630005,252.827606,246449500
2018-02-09,260.799988,263.609985,252.919998,261.5,256.625458,283565300
2018-02-12,263.829987,267.01001,261.660004,265.339996,260.39386,143736000
2018-02-13,263.97000099999997,266.619995,263.309998,266.0,261.041565,81223600
2018-02-14,264.309998,270.0,264.299988,269.589996,264.564667,120735700
2018-02-15,271.570007,273.040009,268.769989,273.02999900000003,267.940521,111200300
2018-02-16,272.320007,275.320007,272.269989,273.109985,268.01901200000003,160420100
2018-02-20,272.02999900000003,273.670013,270.5,271.399994,266.340881,86369700
2018-02-21,271.899994,274.72000099999997,269.940002,270.049988,265.016083,98883700
