Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,257.769989,257.910004,253.919998,255.669998,252.19606000000002,2258300
2018-01-03,255.479996,256.140015,253.22000099999997,253.289993,249.84840400000002,2988200
2018-01-04,255.229996,259.72000099999997,254.32000699999998,256.829987,253.340271,2583200
2018-01-05,257.179993,257.48999,253.690002,255.520004,252.048096,2594700
2018-01-08,254.75,255.17999300000002,251.61999500000002,251.809998,248.388519,2940500
2018-01-09,252.80000299999998,255.600006,252.61999500000002,253.940002,250.48957799999997,2637300
2018-01-10,255.0,255.149994,252.350006,254.330002,250.87426800000003,2927200
2018-01-11,255.75,255.88999900000002,252.97000099999997,255.13000499999998,251.66342200000003,2422400
2018-01-12,255.75,257.299988,254.08999599999999,257.02999900000003,253.537582,2849200
2018-01-16,259.25,261.769989,256.399994,258.459991,254.94815099999997,4445500
2018-01-17,260.980011,262.0,248.83999599999999,253.649994,250.203506,8595400
2018-01-18,254.49000499999997,254.539993,250.600006,250.97000099999997,247.559921,4984500
2018-01-19,251.0,256.140015,250.25999500000003,256.119995,252.63995400000002,4643400
2018-01-22,255.44999700000002,262.869995,255.190002,261.519989,257.966553,5264700
2018-01-23,258.0,260.26001,256.850006,260.089996,256.555969,4003600
2018-01-24,260.73999,265.77999900000003,260.299988,265.679993,262.070068,4314000
2018-01-25,266.350006,270.5,265.01001,269.02999900000003,265.374542,5055000
2018-01-26,267.48999,269.0,266.049988,268.140015,264.496643,3535400
2018-01-29,269.040009,273.790009,268.809998,272.480011,268.777679,3881100
2018-01-30,270.390015,272.0,267.109985,268.940002,265.28576699999996,3970400
2018-01-31,268.549988,270.0,266.329987,267.890015,264.25006099999996,3710200
2018-02-01,266.149994,272.589996,266.0,272.230011,268.531067,3388200
2018-02-02,270.0,271.75,259.350006,260.040009,256.506714,5913900
2018-02-05,257.51001,263.299988,241.5,249.11000099999998,245.725204,6528500
2018-02-06,244.210007,258.75,242.11000099999998,258.700012,255.184921,6739900
2018-02-07,255.899994,261.950012,255.66000400000001,257.100006,253.606644,4125000
2018-02-08,257.929993,258.77999900000003,246.05000299999998,246.350006,243.00270099999997,4166200
2018-02-09,249.61999500000002,251.669998,239.289993,249.30000299999998,245.912613,5978600
2018-02-12,251.149994,256.149994,248.82000699999998,253.16000400000001,249.720184,3692500
2018-02-13,252.00999500000003,256.399994,250.580002,255.52999900000003,252.05796800000002,2700500
2018-02-14,255.0,262.709991,254.479996,262.579987,259.012177,3793800
2018-02-15,265.76001,268.0,262.910004,267.679993,264.042847,3523100
2018-02-16,265.98999,269.27999900000003,265.899994,267.619995,263.983673,2602500
2018-02-20,266.890015,268.850006,263.309998,264.890015,261.290833,2618400
2018-02-21,263.920013,270.0,263.130005,263.399994,259.821014,3017900
2018-02-22,264.399994,266.320007,260.72000099999997,261.429993,257.877777,2678900
2018-02-23,263.0,266.980011,262.399994,266.769989,263.145233,2507100
2018-02-26,267.5,271.77999900000003,266.769989,271.26001,267.574249,2751400
2018-02-27,271.0,273.119995,267.929993,267.929993,264.28945899999997,3140600
2018-02-28,269.140015,269.48999,262.570007,262.929993,260.085419,3104300
2018-03-01,262.609985,263.549988,256.200012,256.77999900000003,254.001984,3483500
2018-03-02,255.0,259.23999,252.100006,258.119995,255.32751499999998,3122800
2018-03-05,256.459991,264.549988,256.23999,263.119995,260.273376,2445800
2018-03-06,264.769989,267.869995,263.209991,266.929993,264.042145,2217300
2018-03-07,262.690002,266.429993,260.950012,265.350006,262.479279,2509400
2018-03-08,266.480011,268.100006,262.630005,266.339996,263.458557,2565400
2018-03-09,268.700012,271.089996,267.040009,270.769989,267.840637,4410600
2018-03-12,271.0,275.309998,270.769989,273.380005,270.42242400000003,3065600
2018-03-13,274.339996,275.02999900000003,267.440002,268.52999900000003,265.62487799999997,2288100
2018-03-14,270.399994,270.77999900000003,263.910004,264.429993,261.569214,2478700
2018-03-15,265.72000099999997,269.0,265.350006,266.609985,263.72558599999996,2255200
2018-03-16,266.01001,269.850006,265.329987,267.600006,264.704926,4114400
2018-03-19,266.98999,267.5,259.47000099999997,262.52999900000003,259.689789,2426900
2018-03-20,263.290009,264.640015,261.890015,263.190002,260.342651,1514800
2018-03-21,263.01001,266.48999,260.309998,261.850006,259.01712000000003,2817600
2018-03-22,258.420013,260.820007,252.17999300000002,252.600006,249.867218,4489300
2018-03-23,253.63000499999998,253.99000499999997,244.92999300000002,245.25999500000003,242.606598,3634200
2018-03-26,250.649994,255.36000099999998,248.44999700000002,254.88000499999998,252.122543,3787200
2018-03-27,255.88999900000002,257.059998,245.61000099999998,247.25999500000003,244.584961,2981500
2018-03-28,248.77999900000003,251.229996,244.36999500000002,249.36999500000002,246.67215,2660200
2018-03-29,250.789993,252.979996,248.330002,251.86000099999998,249.135208,3073900
2018-04-02,251.25999500000003,252.600006,243.770004,247.350006,244.67402599999997,3429900
2018-04-03,248.61000099999998,250.88999900000002,245.899994,250.580002,247.869064,2488200
2018-04-04,245.710007,253.22000099999997,244.50999500000003,252.61999500000002,249.88699300000002,2853200
2018-04-05,254.5,258.0,253.399994,255.809998,253.042465,1924800
2018-04-06,251.479996,255.33999599999999,246.67999300000002,249.97000099999997,247.265671,3621900
2018-04-09,251.479996,257.5,249.169998,252.190002,249.46165499999998,3256700
2018-04-10,257.959991,259.890015,255.94999700000002,256.570007,253.79425,3113900
2018-04-11,252.58999599999999,254.830002,249.789993,252.940002,250.203537,3322000
2018-04-12,256.269989,260.730011,255.11000099999998,259.589996,256.781586,3059100
2018-04-13,261.940002,262.5,254.539993,255.919998,253.15129100000001,3026200
2018-04-16,257.130005,260.660004,256.660004,257.880005,255.090073,3257400
2018-04-17,261.600006,262.25,252.33999599999999,253.63000499999998,250.88607799999997,10134400
2018-04-18,254.899994,257.019989,252.25,254.0,251.25206,4524800
2018-04-19,254.0,256.160004,252.830002,254.169998,251.420227,3990000
2018-04-20,254.100006,255.67999300000002,251.479996,251.960007,249.234146,2930600
2018-04-23,251.66000400000001,252.75,246.190002,246.669998,244.001373,3775900
2018-04-24,248.82000699999998,249.149994,240.039993,242.49000499999997,239.866592,4705100
2018-04-25,242.190002,242.460007,237.50999500000003,239.229996,236.64186099999998,5041400
2018-04-26,239.270004,241.66000400000001,238.00999500000003,240.08999599999999,237.492538,2891100
2018-04-27,240.0,241.92999300000002,239.020004,239.80000299999998,237.20568799999998,2136800
2018-04-30,240.97000099999997,243.07000699999998,238.22000099999997,238.330002,235.751602,2790500
2018-05-01,237.50999500000003,237.899994,233.960007,236.669998,234.10955800000002,3269800
2018-05-02,236.600006,237.91000400000001,233.419998,234.05000299999998,231.51789900000003,3710900
2018-05-03,232.44999700000002,234.0,227.399994,233.41000400000001,230.88481099999998,4511400
2018-05-04,232.309998,236.789993,232.27999900000003,234.940002,232.398254,2622300
2018-05-07,236.0,238.169998,235.27999900000003,237.19999700000002,234.63382000000001,1979400
2018-05-08,238.24000499999997,240.66000400000001,236.0,237.0,234.435989,3267000
2018-05-09,237.979996,242.05000299999998,237.25,241.729996,239.114792,2434000
2018-05-10,242.11000099999998,245.419998,240.16000400000001,243.440002,240.80632000000003,2599000
2018-05-11,243.440002,244.91000400000001,241.710007,242.919998,240.291946,1540100
2018-05-14,243.600006,245.88000499999998,243.5,243.91000400000001,241.271225,1928500
2018-05-15,243.0,243.94999700000002,240.669998,241.559998,238.946655,2165700
2018-05-16,241.270004,241.83999599999999,240.58999599999999,240.960007,238.35314900000003,1965200
2018-05-17,240.419998,242.440002,238.77999900000003,239.100006,236.513275,2462700
2018-05-18,238.100006,238.74000499999997,236.86999500000002,237.0,234.435989,2699000
2018-05-21,239.100006,240.07000699999998,237.32000699999998,237.69999700000002,235.128403,1951700
2018-05-22,238.69999700000002,240.69999700000002,237.979996,238.0,235.425171,2551500
2018-05-23,236.88000499999998,237.86999500000002,234.38000499999998,237.809998,235.237228,3105400
2018-05-24,236.600006,237.169998,233.649994,236.100006,233.54573100000002,2308700
2018-05-25,235.0,236.11999500000002,234.27999900000003,235.00999500000003,232.46749900000003,1985600
2018-05-29,231.520004,232.47000099999997,225.020004,227.02999900000003,224.573837,5323600
2018-05-30,228.940002,229.669998,226.27999900000003,229.16000400000001,227.482391,3348600
2018-05-31,227.33999599999999,228.11000099999998,224.08999599999999,225.88000499999998,224.22641000000002,5334900
2018-06-01,228.399994,230.25,228.08999599999999,228.350006,226.678329,3330900
